83193	67026	37.590395
67026	89882	38.734671
83193	66121	43.638348
67026	54171	47.994711
54171	85059	49.447456
54171	69319	50.141513
54171	90908	52.713959
85059	34032	53.379368
67026	24819	54.331251
69319	31411	54.731469
24819	93233	57.853553
54171	92136	58.634855
66121	40314	59.191892
67026	46114	59.971587
85059	79565	60.907340
85059	59600	61.222731
54171	9228	61.274760
92136	16633	61.671797
66121	70318	62.055926
67026	2289	62.333928
40314	6168	62.994905
46114	36132	63.334809
70318	52343	64.047859
16633	29029	64.935144
67026	56738	65.043925
40314	58984	65.242103
79565	75303	65.423380
90908	45104	65.447775
24819	34687	65.772214
90908	71933	65.831022
58984	64226	66.897202
66121	42040	67.035423
52343	28313	67.063504
6168	97100	67.321954
34032	88667	67.389170
75303	61445	67.836730
67026	35833	67.950726
66121	52166	68.211749
70318	63721	68.441672
24819	73188	68.500613
46114	57971	68.814497
75303	48732	68.925410
57971	56211	69.614684
59600	70414	70.111616
52343	33163	70.753525
71933	41233	71.135970
34032	30017	71.137912
93233	8502	71.365127
9228	33340	71.794754
52343	79409	72.653143
48732	14333	72.767245
14333	70732	72.960468
90908	72009	73.562876
30017	16655	73.594511
52343	27979	73.761917
72009	1550	73.883447
63721	16699	74.201291
79409	73871	74.449813
89882	91085	74.631277
8502	43614	75.218784
59600	14373	75.416076
93233	35752	75.484196
58984	88344	75.721469
90908	84043	75.900297
6168	56831	76.013271
14373	87714	76.349843
69319	20327	76.397586
75303	2522	76.531154
73871	18182	76.728070
1550	85955	77.209409
87714	99209	77.214841
20327	97465	77.275676
52343	59478	77.386078
85955	39793	77.536792
41233	32498	77.613504
63721	32917	77.777494
6168	31574	77.916937
79565	8813	78.054829
43614	712	78.130808
57971	20417	78.322684
52343	74744	78.519287
35833	80931	78.706778
64226	75488	78.827212
32917	90929	78.839977
35833	9191	78.859790
85059	25153	78.997795
75488	97020	79.029953
93233	80975	79.067734
2289	55147	79.263845
79565	26153	79.388277
58984	59486	79.440035
16633	62757	79.711709
62757	31805	79.842145
8813	9057	79.897344
32498	31258	80.043903
2289	45138	80.232749
85059	9122	80.530369
45104	86224	80.535585
16655	9429	80.541203
58984	11819	80.665162
71933	44222	80.716040
