50251	759	444.235048
759	13089	459.812404
759	1829	473.113466
759	26506	475.499971
759	7438	487.565051
759	3928	488.114305
1829	90347	504.128121
759	41621	506.601352
13089	21317	518.776192
13089	41088	519.464679
759	9348	519.728305
759	60094	523.563277
759	1028	533.820566
759	47011	535.134009
13089	41746	542.123834
759	99231	546.931332
759	2497	559.550412
9348	41221	560.925856
13089	99670	565.281485
41221	49302	578.748533
759	37002	589.132522
759	78706	598.123000
759	4758	617.215237
759	53186	619.008694
759	1211	633.390360
759	7502	636.938591
1211	16866	656.153296
1829	4396	667.614609
1211	24610	677.665088
1211	24313	682.610320
1211	74527	690.499624
759	32916	694.085060
41221	41658	698.920506
4758	16656	702.152007
13089	77340	713.535752
759	68114	714.354718
759	8840	720.753497
3928	44513	721.367501
8840	42717	723.712687
3928	71400	724.627989
1211	31375	738.641166
759	308	740.274330
308	8343	745.854167
44513	44570	754.708898
1211	19613	755.752544
1829	77451	761.590605
308	50	764.034441
308	28564	766.566622
308	28641	767.574467
8840	59596	769.251204
50	23539	775.606268
4758	30884	783.978220
1211	41325	784.024031
308	13193	784.827597
50	33195	787.700877
4396	7178	787.830435
7178	54547	789.295919
50	743	789.680025
308	51098	791.218406
13193	18250	792.938952
1211	13794	794.536520
50	7872	794.789844
7178	47818	796.537194
8840	20612	799.273427
759	42913	800.503682
759	48230	800.734307
7178	77984	801.056475
7178	79813	803.613992
50	19396	804.221330
8840	17216	812.060679
743	18749	813.765771
32916	95158	817.516395
19396	98266	822.614778
308	87514	823.178764
50	24406	824.184604
50	70868	824.264185
13794	17477	824.603832
50	18117	825.943465
50	33693	826.061992
308	15403	826.647286
17216	69518	826.853095
308	68275	827.273319
7178	35101	827.296797
23539	85706	830.125095
18117	68422	830.312497
19396	90240	830.622789
50	47358	830.633074
308	39263	831.585748
4758	84318	832.475697
50	16158	833.306374
1211	4117	834.046036
308	84947	834.969422
1211	11032	838.077330
50	54214	839.102894
1211	6038	839.520828
743	39372	840.090464
19396	53852	840.511308
32916	97969	842.600987
18250	24112	842.980596
50	715	845.000877
50	36907	846.256394
308	77315	846.599993
1211	94404	847.176893
16158	45268	848.215082
8840	29434	849.623012
308	73875	851.365593
715	20056	852.430314
28564	40438	853.119867
715	3503	855.530479
18250	37297	856.718648
50	42791	859.371108
1211	87039	860.151901
50	66069	861.164942
21317	96608	865.100372
50	77947	867.306605
50	43374	869.644277
35101	83748	871.268499
31375	69618	872.075739
715	57826	872.225301
16158	43667	874.469538
50	73348	875.751228
17216	74317	875.942295
8840	89661	878.902452
743	31600	878.925698
19396	42693	878.950264
13193	18986	879.698415
13794	15238	880.273226
715	37103	883.337324
17216	65211	886.475805
24406	30000	887.404348
3503	66200	887.607100
715	74312	888.715422
41088	50512	889.542145
50	140	890.002420
140	3468	890.664724
50	14107	890.954683
308	66465	891.118119
308	6708	891.167850
17216	99618	891.911056
759	25942	892.695959
140	56247	892.917933
140	2731	893.041527
6708	37293	893.274864
308	92761	894.228976
50	1082	894.885729
44513	69136	895.356841
140	34548	895.545381
11032	38946	896.124724
16158	45732	898.706712
50	58514	898.843063
8840	55443	899.250240
308	45375	899.967119
715	18840	901.084103
140	21832	902.068106
140	10553	902.179451
140	20570	902.413442
8840	13420	903.325927
140	647	903.442778
647	72615	903.742351
140	42070	905.354052
3503	18229	905.358184
140	45691	905.479883
19396	82438	905.923550
13794	36731	906.930113
10553	68118	908.459049
140	3248	908.600496
140	11887	910.223604
50	25462	910.369512
17477	89908	911.038863
715	55741	911.264712
37293	59295	911.319175
715	2232	911.934338
140	21288	912.615158
140	79613	914.103066
140	81955	914.306789
140	23494	914.314704
50	1295	916.452466
140	8601	917.780236
140	48439	919.355318
140	39455	919.854607
308	10457	920.005874
140	43392	920.993151
715	83725	921.009298
140	18046	921.569429
140	70042	921.686266
23539	55052	922.293030
140	33512	922.451922
647	1167	923.093707
50	568	924.581260
140	25538	924.942673
647	5767	925.544772
308	25152	926.475187
5767	63384	929.629905
50	28676	929.997641
18986	31941	930.267841
140	54898	930.586666
5767	44197	930.876834
140	7818	931.639579
140	40918	932.808346
50	2657	933.116421
647	14463	933.672656
50	17627	935.463131
50	3911	936.119841
140	30971	936.681731
140	3391	936.704892
3911	50264	936.813104
140	31264	936.854542
568	14941	937.281596
50	31171	940.203173
50264	95638	942.260318
647	73579	942.327576
39455	56177	943.342566
140	81542	943.621974
3468	16620	944.026612
14941	54021	944.667176
140	29151	944.727733
140	628	945.023440
140	69869	945.143786
308	10099	945.177400
647	49771	946.268117
8840	52718	946.640160
568	36585	946.912042
647	39352	947.269228
1211	44816	947.670775
3911	83875	948.593087
3391	28249	949.663458
3503	11017	949.762771
37293	38657	950.041583
647	19977	951.586172
31600	44127	952.796268
50	12912	954.246099
12912	61211	954.867382
715	81246	955.553494
10099	58848	955.760342
29434	37857	955.824599
50	5518	955.898442
140	38802	956.501851
44197	78018	957.312703
140	23977	958.023543
31941	94597	959.060952
715	15837	959.759594
715	77385	959.837204
17216	85990	960.768708
14463	33845	960.969935
5767	86674	961.361222
568	2361	961.972402
5767	5839	963.540188
140	21540	964.388325
140	11196	965.140948
3503	17735	965.332459
140	59094	965.701274
7818	73947	965.839794
44570	46883	966.014526
5518	45984	966.212273
308	35861	968.319950
50	1543	968.971000
568	795	971.086827
140	28648	971.448611
715	16687	971.718976
32916	77575	971.730888
2361	54771	971.822831
140	34354	973.728500
795	39200	973.797367
39455	48916	973.967093
31941	58658	975.922122
31171	38075	978.000981
140	68299	979.016031
308	26992	979.740814
21540	30562	979.892338
140	76165	980.956877
70042	92199	981.100132
759	6564	982.521231
5767	22579	983.525162
7872	86306	983.553048
308	44455	983.792199
140	17342	984.194079
2361	58223	984.363050
3911	60950	984.422883
8840	62759	986.329730
7178	91969	986.448326
568	967	987.675546
140	48780	988.786012
743	29341	989.063145
2657	3338	989.445894
8601	85804	989.555655
3391	86636	990.809122
3391	17404	992.585186
568	97717	993.937114
59295	69226	994.747531
13420	40026	995.310881
10553	17446	995.473316
140	27245	995.687176
140	86642	996.138551
140	18278	996.320133
715	10936	1001.482681
568	72604	1001.561052
31941	58655	1002.833007
3248	49719	1003.034458
140	41195	1003.878753
5767	49657	1003.921344
10553	16396	1005.092576
140	81480	1005.127834
3503	5818	1005.743297
3391	49600	1006.006383
2657	58988	1007.691263
37297	70173	1008.427568
759	7269	1011.217218
19396	99100	1012.729373
16687	59382	1012.904612
31941	33672	1013.237843
140	552	1014.589646
13794	73556	1015.196937
568	19325	1015.661692
38802	64075	1016.307092
140	6059	1016.673372
48780	67911	1016.692452
140	8297	1016.815595
6708	50605	1017.475027
743	11578	1017.581263
5818	14726	1019.351975
37293	44437	1020.670427
715	33784	1022.875335
8840	13183	1023.359444
140	50479	1024.046737
140	61389	1025.043470
140	2136	1026.979519
2657	8516	1026.989527
50	18	1027.240994
3503	92019	1027.422505
18	49273	1027.737613
4758	18184	1027.789158
18250	75621	1028.468498
647	37372	1028.490592
11578	35068	1028.876538
7872	30641	1029.443252
647	64055	1030.469476
5818	9934	1030.934134
13794	25179	1031.887826
78018	95678	1031.902286
36731	89927	1032.340285
58658	95250	1032.814898
18	10846	1033.157900
18	97356	1033.378898
18	24581	1034.745872
22579	57907	1034.845027
647	78027	1035.180918
3391	99356	1035.862571
86636	94039	1035.906190
50	71109	1036.075057
7269	80119	1036.129809
2657	5509	1036.151429
35861	51296	1037.990152
31600	39752	1038.676466
140	22963	1040.833724
18	39092	1040.964792
568	42401	1042.402536
18	47078	1042.614076
3248	54274	1043.511458
2361	90231	1043.804148
308	95290	1043.983238
140	1963	1044.535618
11196	94861	1045.664090
5818	37781	1046.260831
7178	32437	1046.448354
50	40809	1046.985665
3911	69826	1047.304292
18	61485	1048.459296
140	17769	1049.257650
140	80362	1049.508116
18	18666	1049.570052
743	21569	1050.278893
10553	17603	1051.851706
18184	51390	1052.135812
18	15896	1052.561819
22579	79127	1053.315264
3503	72292	1053.658339
5818	20521	1054.785023
140	81771	1054.957163
568	10102	1055.939746
18	96169	1057.430922
743	13811	1057.948933
140	88517	1058.294444
8516	78497	1058.344817
10936	53303	1060.015868
5767	68675	1060.659302
8840	50062	1061.351491
31600	55159	1062.155942
140	42237	1062.973065
628	38276	1063.417901
6059	10076	1063.523968
18	16220	1063.607237
967	31674	1063.840385
15896	32782	1064.006835
13794	44684	1065.759943
50	29838	1066.202608
2657	34545	1066.222160
647	98601	1066.279248
18	4334	1066.703472
18	3342	1067.205781
18278	68181	1067.253851
18046	83991	1069.089194
8516	72519	1070.148995
50512	71357	1070.907918
1082	12928	1071.103256
7178	18333	1071.735350
3503	51533	1072.347726
1963	7705	1072.519649
3391	27057	1074.430099
5818	61831	1074.506856
6038	12258	1074.731623
18	26348	1075.503530
37781	76719	1076.568465
140	3185	1076.785355
18	25637	1076.861001
18	2295	1078.627759
140	74667	1078.919419
3911	48989	1079.195265
18	4543	1079.736444
7178	30391	1079.960485
17404	31563	1080.059550
20521	49700	1080.721907
10936	16217	1080.793968
743	98799	1081.120175
1963	9902	1082.076458
715	62703	1084.598523
8516	9109	1085.236509
18	8799	1087.175672
552	13987	1087.541491
18	31976	1088.872401
140	1045	1089.779165
3503	49527	1089.853095
743	1532	1090.197297
18	3981	1091.026159
59382	59604	1091.177520
68299	69064	1091.569285
18	48449	1091.671578
26992	43868	1091.701366
18278	98375	1091.723401
18	39034	1091.849278
40026	50017	1092.091066
5509	35828	1092.398018
628	42922	1092.687030
8799	19580	1092.971385
48780	85805	1093.130881
44684	81547	1093.166360
25462	87779	1094.581708
18	56897	1094.746253
47078	73739	1094.909020
